tweet,place
العلا التراثية,10
مغلق اتوقع للصيانه,10
تحتاج لتطوير اكثر,10
جميله جدا,10
"غلاء السكن",10
بلدة تراثية تستلهم من خلالها عبق الماضي المجيد وروعة التراث الفريد إنها واحة من الجمال والروعة,10
انصح الجميع بزيارتها و الاطلاع على تاريخها و آثارها،،،، ستتصحح الكثير من المعلومات التي كنا نظن انها صحيحة,10
جميله,10
جميله جدا,10
يحتاج إلى تطوير اكثر,10
جدا جميله,10
مكان جميل ورائع في منتهى الجمال,10
بلدية العلا بجانب المتحف,10
"تمثل البلدة الإسلامية التي تقع وسط محافظة العلا التابعة لمنطقة المدينة المنورة، ويقطنها ما يقارب 60 ألف من السكان, وتعود لبدايات العصر الإسلامي وإحدى ثلاث مدن إسلامية في العالم اجمع مازالت باقية, المدينة الإسلامية بمساجدها ومنازلها وأسواقها …",10
روعه جمالها وعظمة تاريخها حاجه فخمه,10
"وهي تعود لبداية توحيد المملكة العربية السعودية قبل 88 عام وتعد البلدة القديمة للسكان الحاليين بالعلا ومنها توسعت العلا بشكلها الحالي ونهضتها العمرانية الحديثة
والبلدة تحتاج لترميم الابنية الطينية والحجرية لتضل معلم تاريخي للعصر الحديث بعلا التاريخ",10
مكان يحاكي العلا قديما,10
"مكان بطل ١٠/١٠",10
رائعه جدا,10
ممتاز,10
الاستقبال الاخراج المحتوي سي,10
حلوه,10
بلد الجبال والرمال,10
مكان نظيف وممتاز,10
رائع الاهتمام بهذا المكان التراثي يحتاج اضافة عدد من الفعاليات لهذه البلدة التراثية واكمل ترميم ماتبقى من البيوت الطينية,10
هو مكان تقدر ترجع فيه لأيام زماااااااااااااااان واللي احد منكم امه او ابوه او امه وابوه من العلا يعرف شلون كانت بسيطة في بيوتها لكن كبيرة بأهلها وناسها,10
تستحق الزيارة وعندها تحكم انت بنفسك عن جمال المكان,10
جمييله جدا ويوجد كل شي والسعر معقول 👍👍👍,10
"تتمتع قرية #العلا القديمة التابعة لمنطقة #المدينة المنورة غرب #السعودية، المسماة ""وادي القرى""، بجمال ساحر موروث، حيث ما زالت تحتفظ بنسقها المعماري القديم، ومكانتها التاريخية، وبها آثار الحجر شاهدة حتى اليوم على حضارة سادت ثم بادت. …",10
تمثل المساكن القديمة لاهل منطقة العلا,10
"ممتاز جدا ولكن غريبة من المحافظ و الرئيس البلدية بعدم الاهتمام به وعدم وجود إضاءة داخلية",10
في تطور ملحوظ,10
تحفة فنية,10
جميله,10
ممتاز,10
حلووه,10
"تجد الهدوء",10
لا باس بها,10
"مكان جميل بين  احضان التراث والحضارة ورحلة الشتاء والصيف لقضاء الوقت مع العالئة والتمتع باجواء الموسيقى  والزوار والفعاليات المتوفرة والمقاهي والمطاعم",10
مكان مره جميل يستحق الزياره مرتين وثلاث و اربع للمليون مره لايك👍🏻👌🏻❤️,10
موقع مميز وانصح بزيارته,10
روعه,10
هي المكان الذي لا تمل من مشاهدة في موقعة وتاريخ واصاله وأهمية وطبيعة,10
متممممممممممممممتاز جدا,10
مراااا حلوه والافضل زيارتها فالنهار,10
المكان جميل وتاريخي يستاهل الزيارة وهو في طور التجهيز والترتيب,10
بجد تجربة كانت رائعه وتستاهل الزيارة مرة اخرى,10
مكان مميز جدا,10
العلا أكبر تراث أثري وثروة وطنية وأكبر تجمع لآثار لأقوام وحضارات غابرة من معينية، وديدانية، ونبطية، ولحيانية. العلا التي كانت حاضرة التجارة قديمًا، نظرًا لوقوعها على طريق البخور والتوابل تعد اليوم ملتقى للسياح بلا منازع لمشاهدة آثارها وقمم …,10
تحتاج الى اكثر من ذلك,10
بلده رائعه تفوح منها عبق الماضي انصح السياح زيارتها,10
"جوله تاريخية ممتعة
يوجد مخيمات صحراوية تبعد عنها 40 كلم",10
"ماكان جدا ممتازة
يحتاج الى الدعم حتى ينجح بشكل رائع",10
لم يكتمل الترميم وهى حلوه,10
مكان جميل وانصح به,10
جميله,10
حالمه,10
جميله,10
جيد,10
مدهشه,10
مميزه,10
ممتاز,10
من اجمل القرى القديمه و مهتم جدا بها,10
جمال سبحان الله,10
البلدة القديمه ... رحم الله اهلها ... تاريخ يجب ان يحافظ عليه,10
جميله,10
بلده جميله والاجمل انهم مهتمين فيها من جانب الترميم والمحافظه عليها,10
رائعه,10
حياكم الله في ديار عنزة 🙏🏼🇸🇦.,10
يُعرف هذا الحي العتيق في مدينة العلا بالديرة القديمة أو البلدة وهو من المواقع التي لا تكتمل رحلتك للعلا أو مدائن صالح إلا بزيارتها، إذ تقع في قلب محافظة العلا وعلى بعد كيلو مترات قليلة من المطار ومن موقع مدائن صالح الذي يزهو بكونه الموقع …,10
" العلا تلك المدينة الفريدة التي تقع في الجزء الشمالي الغربي على بعد 370 كم من المدينة المنورة، ذات الشهرة العالمية لكونها تعد من أغنى وأقدم المواقع التاريخية والأثرية على مستوى العالم، ففي عمق التاريخ تبوأت العلا موقعاً تجارياً …",10
بصراحه قرية تتكلام عن الماضي وعن حياه الناس القديمه بس ينقصها بعض الاهتمام من هيئة السياحة,10
الدخول مجاني,10
مكان تراثي جميل,10
مكان ساحر,10
تستاهل التجربه,10
رائعه وممتعه لسياحه,10
فيها التراث والاثار لهذة البلدة واهم المناطق السياحيه فيها مدائن صالح الأثرية وهناك متحف فيه الاثار القديمه لدى هذه المنطقه,10
ترجعوا من الجميع بزيارتها بأسرع وقت ممكن لا تفوتكم الفعاليات التي ستقام بها,10
سكان هذي البيوت هم سكان العلا الاصليين ويتوسطهاجبل ام ناصر واعلاه قلعة العلا ويقدر عمر المكان باكثر من ٨٠٠ سنة,10
إطلالة التاريخ,10
😍😍جيد جدا,10
مكان جميل وتاريخي,10
موقع فريد,10
رائع وتاريخي,10
جميل جدا,10
"جميل جدا
تحتاج الي اهتمام اكثر و ترميم للمحافظة عالقرية اطول فترة",10
مدينة تاريخية ... يقال أنها كانت لقوم صالح عليه السلام,10
بلدة أهل العلا قديما لايوجد فيها فعاليات الاوقت المناسبات,10
بلده اثريه بالطريقه البدائية,10
رائعة تستحق الزيارة,10
مكان رائع يستحق الزياره,10
مدينة تراثية تستحق الزيارة ..بس يحتاج شوية اهتمام,10
ممتاز جداً,10
مكان تراثي منظم,10
عبق التاريخ,10
تراث يستحق الزيارة,10
ممتازه حصاره و,10
مكان تراثي جميل,10
أحلى و احسن مكان للسياحة والآثار التراثية,10
قلعة موسى بن نصير,10
ينصح بزيارتها,10
مكان يرجعك اكثر من 1000 سنة ورى,10
مكان تاريخي يستحق الزياره,10
مدينة العلا القديمة غنية بالاثار والشواهد التراثية القديمة,10
جميلة تستحق الزيارة,10
موقع جميل,10
فرصة تشوف الماضي القديم وبيوت الطين ..,10
رائعة ومرممة نشكر البلدية ووزارة السياحة,10
البلدة القديمه بالعلا تحكي لنا ماضي الاجداد جميلة هي تلك البلدة,10
بلدة العلا التراثيه يشكرون على شغلهم فيها وفيها لوحات تزود بمعلومات عن القريه,10
تراث واثار مبهره,10
بلدة العلا التراثية جميلة والاجمل قلعة موسى ابن النصير,10
"العلا مدينه سياحيه
يوجد بها الكثير من التراث القديم
يوجد بها مدائن صالح",10
يحتاج معلومات أكثر جوار كل معلم,10
مدينة تراثية تستحق الزيارة  كمان تحتاج اهتمام من الأمانة وهيئة السياحة لترميم البيوت التراثية,10
بلدة تراثية جميلة,10
مجنونه بحلاه,10
مدينه أثريه قديمه,10
من اجمل الاماكن التراثية,10
التنظيم سيئ جداً والبنيه صفر,10
مزار رسمي ومعتمد من هيئة السياحه السعودية,10
جميلة,10
ياريت يكون فيها اهتمام,10
مغلقة للتطوير,10
افضل مكان للسياح ب محافظة العلا,10
فيه نفس من القدم كبير .,10
قرية تراثية قديمة,10
ممتاز,10
لحظة الشروق 👍,10
يحتاج وقفة جاده من المحافظ,10
روعه,10
معالم خياليه,10
إلى الأمام,10
حلوة,10
رائع,10
موقع اثري,10
رووووعه,10
نفسي ازورها,10
جميلة,10
ممتازة,10
تحتاج إهتمام,10
ممتازه,10
تاريخية وحلوة,10
رايع,10
سبحان الله,10
ديرتي❤,10
👍🏻👍🏻,10
تراثيه,10
🌹🌹🌹,10
تحتاج تطوير اكثر,10
💖💖💖,10
🤍🤙🏼,10
"المكان جدا رائع المجسمات تحكي الواقع .. لديهم مرشدين سياحيين .. والمرشد السياحي الأخ سامي في قمة الروعة من الخلق والثقافة الرائعة واسلوبه جذاب جدا ماشاء الله عليه .. …",10
"مكان جدا جميل  . عند الرسول صلى الله عليه وسلم   منذو الصغر الى وفاتها.
خدمة ممتاز شرح جميل و مفيد.  اتمنى لو في كم مكان زي هذا المتحف في المدينه.",10
متحف مميز، يحكي عن تاريخ مكة من قديم الزمان حتى هجرة الرسول صلى الله عليه وسلم،  بالإضافة عن تاريخ المدينة من هجرة الرسول صلى الله عليه وسلم،  حتى التاريخ الحديث.. عن طريق عرض المجسمات. …,10
"هذا المتحف لم يكن مجدولاً خلال زيارتي للمدينة ، ولكن الحمد لله أن زرت هذا المتحف والذي تمكن فيه المرشد من أن يعيشنا في أجواء العصور الماضية بدءً من قدوم إبراهيم عليه السلام مع زوجته هاجر وابنه اسماعيل إلى مكة وبناء الكعبة وبالتالي ما استجد …",10
"متحف تاريخي جيد ثري بالمعلومات.
دع المرشد يشرح لك فتستمتع أكثر.",10
هذا عبارة عن وسيلة تعليميه عبر مجسمات للمدينه المنوره..يتم من خلالها شرح السيرة النبوية قبل البعثه وبعدها. …,10
متحف جميل والاسعار الكبار 25 لدخول و الصغار 15,10
"متحف خاص يحوي مجسمات عديده توضح التاريخ الاسلامي وخصوصا تطور المدينة النبوية وحياة الرسول صلى الله عليه وسلم
يوفر المتحف مرشد يقوم بالشرح وتوضيح التطورات …",10
"المتحف جميل جدا معلومات عن مكة والمدينة عامة وخاصة لفترة النبوة وما بعدها.

يجب الاخذ في الاعتبار تحتاج اقل شي من ٤٥ دقيقة الي …",10
"متحف دار المدينة : صرح ثقافي غني جدا بتأريخ سيرة النبي صلى الله عليه وسلم وما قبلها في مكة، وما بعدها في المدينة. افتتح عام ٢٠١١.
العرض عبارة عن مجسمات موضوعه داخل صناديق زجاجية. ويمشي معك مرشد تاريخي يشرح لك …",10
"المتحف تعليمي عن تاريخ المدينة المنورة به مجسمات و صور و بيوت الرسول صلى الله عليه وسلم و زوجاته رضي الله عنهن و تاريخ المعارك.
يعد ""متحف دار المدينة للتراث العمراني والحضاري"" أول متحف متخصص للتاريخ والتراث …",10
"تجربة جميله جدا في متحف دار المدينة  الدخول ٢٥ ريال وبعد الدخول فيه محل صغير يبيع هدايا  المتحف عموما جميل وفيه أشياء جميله عن المدينه وحياة الرسول صل الله علية وسلم فيها انصحكم فيه",10
متحف جميل .. يشرح سيرة النبي صلى الله عليه و سلم بنماذج مصغرة جميلة .. بعضها بحاجة لصيانة .. الدليل العربي الذي رافقنا متميز جداً,10
"الموقع قريب من المسجد النبوي وسهل الوصول ، المكان منظم ومرتب ولكن يحتاج شوية أهتمام للمكان الخارجي عند منطقة التذاكر وماحولها .. أسعار التذاكر  ١٥ ريال للأطفال و ٢٥ ريال للكبار .. قبل الدخول للمتحف يوجد بعض الكشكات الصغيرة لبيع المسك والعود …",10
"جميييل جدا فيه سيرة خير البشر

يحتاج ترتيب ونظافه وتوسيع المكان …",10
"متحف جميل يستحق الزيارة
الدخول 25 ريال للشخص ويوجد دفع الكتروني",10
متحف اكثر من رائع ،محافظ على جماله وهيبته و تميزه ، رحلة ممتعة بين مجسمات السيرة النبوية  ،جزاكم الله خيرا,10
"متحف جميل مرشدين مميزين .
اغلبة مجسمات و القطع الاثرية قليلة.
ملخص السيرة النبوية .
ضيق بعض الشيء .",10
كانت زياره جدا رائعة. تم شرح تفاصيل جدا دقيقه من بداية مولد النبي محمد صلى الله عليه وسلم حتى. مماته. عليه افضل الصلات والسلام …,10
"من الاماكن الجميلة ف المدينة
تعامل قمة فى الاخلاق 🙏🏻",10
"متحف جميل ومتنوع .. مهتم بتاريخ السيرة النبوية وشرح لغزوات الرسول صلى الله عليه وسلم  .. وشرح الموظف جميل
ويجيب على الاستفسارات ..",10
"ممتاز ومعلومات جدا جميلة انصح بزيارته التذكره ب ٢٥ ريال للكبير والصغير ب ١٥ ريال",10
"متحف دار المدينة للتراث العمراني والحضاري
هو أول متحف متخصص للتاريخ والتراث الحضاري والعمراني للمدينة المنورة ويكشف معالم إرثها وحضارتها الاسلامية وعبق تاريخها المجيد ويحتوي المتحف على قصص ومجسماته …",10
متحف أكثر من رائع. زرته مع ابني وانبهرنا بجمال المتحف ودقة تصميم المجسمات التي تعكس تاريخ بداية الإسلام. …,10
"تذكره 25 ريل لا كبار
ولطفال15
ممتاز",10
متحف لمجسمات تاريخيه وهنالك مرشد يشرح للزوار عم المجسمات ..,10
جميل والدخول تقريبًا ٢٥ريال للشخص و مناسب,10
متحف ممتاز جدا اتقان في المعروض وجوده في الارشاد مع المرشد أنس انصح بزيارته لترى السيره النبويه كأن لم ترأها من قبل,10
المتحف رائع به مجسمات تحكي سيرة النبي صلى الله عليه وسلم في مكة المكرمة والمدينة المنورة وتاريخ الكعبة المشرفة والمدينة المنورة.. فقط يحتاج مساحة اكبر ونقله الي وسط المدينة حتي يتمكن الزوار للمسجد النبوي من زيارته,10
سلام الله عليك يارسول الله ،روعه المكان والمعلومات الي فيه,10
"مكان اكثر من رائع ومفيد جداا جداا للتعرف لسيرة الرسول عليه الصلاة والسلام وشغل متعوب عليه جزاهم الله خير ملتزمين بالاجراءات وبالداخل لك الحريه اختيار مرشد معك بالرحله او تاخذ راحتك لوحدك بالمتحف من الاخر حبيت المكااان ومحد بيندم لزيارته",10
"متميز بكل المعاني وكان المرشد قمة في الروعة والمعلومات غابت عن الأذهان وتم استرجاعها فجزى الله القائمين على هذا العمل خير الجزاء",10
"متحف رائع جدا

يتميز بالضيافة الجميلة وبتقديم التمر والقهوة في أول الزيارة ثم التنقل مع مرشد …",10
"متحف خفيف عن السيرة النبوية ..
جميل للاطفال بحيث يطلعون على حياة النبي عليه السلام",10
"متحف رائع وفيه إفادة كبيرة وملخص للسيرة النبوية العطرة وفيه مجسمات لمراحل بناء المسجد النبوى ومعالم المدينة المنورة",10
"جدا جدا متميز،الجولة فيه ممتعة و تأخذك 1400 سنة للخلف من بداية مولد الرسول عليه الصلاة والسلام إلى آخر توسعة للحرم النبوي انصحكم بطلب المرشد و جزا الله القائمين عليه خير الجزاء",10
"المكان جداً جميل والأشياء والمقتنيات حميلة ومشروحة بالكتابة و المتحف يتحدث عن تاريخ مكة المكرمة قبل بناء الكعبة وقبل وجود ماء زمزم الى الوقت الحاضر وايضا المدينة المنورة تم تجسيد المدينة قبل وجود المسجد وبيوت النبي صلى الله عليه وسلم و …",10
"مكان جميل يستحق الزيارة .
المرشد متمكن من معلوماته .
جولة ممتعة و خاصة للاطفال",10
"مكان جميل جدا فية كمية تاريخ كبيرة عن سيرة الرسول صلى الله علية وسلم ..
عيبة ياخذ رسوم دخول على الاطفال بدون مايقدم لهم اي خدمة تذكر .",10
"اكثر من رائع ، احياء للسيرة النبوية العطرة ، جزا الله خيرا صاحبه والقائمين عليه والعاملين فيه ، اصبح معلم من معالم المدينة ، لا يمكن تفويته عند زيارة المدينة. وتحية خاصة للاستاذ / ثامر دليلنا فى المتحف",10
"مدينة المعرفة جميله وهادية بشكل خيالي
ومجهزة بشكل كامل وكميرات
وجبل احد اجمل مايكون منضره خلال …",10
"بصراحة مكان اكثر من رائع جميل جدا جهود مشكورة جزا الله خير الدكتور عبدالعزيز و جميع الشباب المتواجدين قمة في الادب والاخلاق سلاسة في الشرح والالقاء ملمين بالمعلومات انصح بزيارة المتحف خصوصا العائلات الاستفاده كبيره جدا خاصه الابناء يثبت …",10
"الجهد مشكور ومميز - هذا مجهود فردي رائد- قام على تأسيس هذا المتحف وطوره بهذه الصورة ،،
نقطة سريعة: بالنسبة للوحات التي عليها شروحات ارجو منكم اختصار النصوص المدرجة من …",10
"سعر دخول الى متحف دار المدينه  ٢٥ ريال للشخص الواحد
مكان جميل",10
متحف جميل يحكي السيرة النبويةبكل تفاصيلها با أسلوب شيّق وبسيط  والأستاذ أحمد شرحها بشرح واضح ومميز  والأفضل للزائر يطلب مرشد يشرح له التفاصيل,10
"الحقيقة أن تقييم الزوار العالي لايعكس واقع المتحف وأقول متحف مجاراة للمكتوب والحقيقة انه بمستوى معرض مدرسي او أكثر قليلا فهو بشكل رئيسي يشرح تاريخ المدينة.
إستغربت من منع الزوار من الدخول دون لبس واقيات بلاستيكية على الأحذية أعزكم الله …",10
تجربة رائعة تأخذك من بداية الاستيطان في مكة مروراً بحياة الرسول الأعظم (صلى الله عليه وآله وسلم) في مكة ثم هجرته إلى المدينة المنورة وكذلك مراحل تطور وتوسع المدينة المنورة والمسجد النبوي.,10
"ما اروعه و اجمله من مكان يحتوى على علم ومعرفه بعهد المدينة قبل بعثة النبي حتى الان من مجسمات و شروحات وصور و مرشدين لتعليمك .. المكان للاسف حقه مهضوم اعلامياً يستحق من كل زائر للمدينة المنورة زياره لهذا المكان البديع .. صُنع المكان من يد ابناء المدينة الدكتور/ عبدالعزيز كعكي",10
متحف متعوب عليه ورائع ، يحكي عن قصص النبي صلى الله عليه وسلم وغزواته وكل شي متعلق ب سيرته.,10
"حلووو فيه مرشد سياحي يعطيك من بدايت الكعبه والمدينه ليومك ذا انصح فيه الكبار ب٢٥ ريال والصغار ب١٥ الصغار مره مايجسبونهم وفيه مكسمات وعملات المملكه من عبد العزيز لين عبدالله وحجات كثير انصح فيههه بوقت مافيه ناس عشان تاخذ راحتك الظهر كذا..",10
مكان قمة في الروعة. يأخذك إلى أزمان بعيدة حيث يتجسد التاريخ أمامك. ممتع للصغار والكبار. وبه جناح للأطفال. مجسمات وماكيتات للمسجد النبوي والمدينة ومكة والمسجد الأقصى وغزوات النبي.,10
متحف. جميل اجتهاد ات فردية بنتائج مذهل تصوير لحياة الرسول صلى الله عليه وسلم وتاريخ مكة والمدينة مع الاحداث الكبرى  متحف تعليمي خصوصا للاطفال بطريقةفريدة انصح بزيارته ((يوجد رسوم بسيطةللدخول) ),10
"ماشاء الله تبارك الله اشكر القائمين عليه معلومات دقيقه تختصر شي كثير من الكتب وتطور معلوماتك",10
"متحف خاص تذاكر الدخول للكبار ٢٥ والصغار ١٥
شامل الاحداث في تاريخ المدينه والرسول كثير معلومات فيه جديده علي ويتفاجأ الواحد منها …",10
"المتحف جميل جداً ومكان يستحق الزيارة بكل تأكيد والمجسمات ممتازة والأخوة المتواجدين وشرحهم كان سلس ورائع.
يعيب المكان أنه ضيق وغير واسع فهذا التراث يحتاج إلى مكان أوسع وأفضل وأكثر رُقياً وجمالاً",10
جدا رائع جهد يشكر عليه ..عباره عن مجسمات جميلة لعهد  الرسول صلى الله عليه وسلم...وشرح جميل من مرشدين جزاهم الله خيرا..,10
"من اكثر الاماكن التي ينصح بزيارتها في المدينة المنورة هو متحف دار المدينة، يضم مجسمات و كتابات و لوحات تعريفية من الماضي البعيد و القريب زمن رسول الله و ما قبله من انبياء الله، و الصحابة عليهم السلام، و الحقب التي مرت عليها الخلافات …",10
"بارك الله فيكم
يستاهل الزيارة",10
"مميز بكل المعاني...
سيرة المصطفى أمام ناظريك",10
"المتحف جميل، والعاملون به لطفاء للغاية، لكن ينقصه الكثير، كما أنه يمكن تنفيذ المجسمات المتعلقة بالسيرة النبوية بمهنية أكبر من الموجودة.",10
"متحف ججميييل ورائع بكل ما تعنيه الكلمة ..

يجسد لك السيرة النبوية ويقربه لك بشكل عجيب ترسخ بذهنك .. …",10
"بعد ماشفت متحف سكة الحجاز المجاني
توقعت بشوف اشياء مميزة في دار المدينة
كان حلو في هذا المتحف الضيافة(قهوة وتمر وماء) ودورة المياة …",10
"متحف جميل رغم ضيق المساحة و الموظفين العاملين فيه مهذبين و متميزين في سرد المعلومات الخاصة بكل ركن ، و معظمهم شغالين هناك من سنين و هذا شيء يحسب لإدارة المتحف ... …",10
"رائع رائع ومنظم وكنز معرفي لديهم ولدى المرشدين المحرمين والراقين ..
اتعهد لك عزيزي انك راح تلاقي معلومات جديده ومبهره عن رسولنا الكريم صلى الله عليه وسلم وعن كل مايخص المسلمين",10
"- لا نستطيع إطلاق اسم ( متحف) على المكان ، هو أقرب مايكون إلى صالة عرض صغيرة .
- المكان مخيب للآمال ، عبارة عن صالة فيها مجسمات معمولة بطريقة بسيطة  و بدائية ( أقرب ماتكون إلى أعمال مدرسية) عن مراحل بناء الكعبة و مكة وبناء المسجد النبوي ، …",10
"مكان تراثي غني بالموجودات والمقتنيات من عصرالاسلام ويضعنافي الاجواء والحياةكيف كانت  مع الشرح من قبل موظفين المتحف لاكتر من لغة بحاجة الى مساحة آكبر المتحف ككل أنصح بزيارته",10
رائع جدا ومنظم انصح اللي يروح  يطلب المرشد  السعر للدخول للكبار ٢٥ ريال مع المرشد اطلبوه  انجاز  يشكر عليه الاستاذ  الكعكعي,10
"متحف دار المدينة ، هدف لكل محب للسنة النبوية و مراحلها منذ عهد ما قبل البعثة النبوية وحتى وفاة النبي ﷺ . جهد جبار وعظيم لسعادة الدكتور المهندس عبدالعزيز كعكي ، بذل فيه خلاصة دراساته و تجاربة من قراءة السيرة و تصاميم النماذج التي تبسط للزائر …",10
بكل صدق متحف رائع ومرتب ومنظم تطبق فيه قوانين السلامه,10
الموقع جميل للغاية ونشكر القائمون عليه من الواضح ان هناك شغل جبار حتى وصل الى ماوصل اليه,10
"متخف جميل يحكي تاريخ المدينة وسيرة الرسول صلى الله عليه وسلم .. يوجد مرشد معك اثناء الزيارة يقدم لك لمحة تاريخية عن المعرض ..
رسوم الدخول 25 ريال للشخص الواحد …",10
متحف جمييل ، ينقص فقط الاعلان عنه بشكل جمييل لدى زوار المدينه واهلها ايضاً لانه اكتشفن انه ايضاً بعض اهلها ماعندهم خلفيه عن وجوده. 👌بس بشكل عام جمييل ومرتب ويستحق الزياره,10
أشكر القائمين على هذا المشروع الجبار... وأسأل الله لهم الأجر والمثوبة على ما قدموه من تعريف وشرح وافي وكافي لحياة الرسول صلى الله عليه وسلم...,10
"متحف متواضع جميل لنمازج جميلة
يشرح بعدة لغات والأجمل من أبناء هذا الوطن …",10
جميل خاصة الدليل السياحي الطويل خلق وشرح استمتعت بالزيارة,10
"جميل اكثر من رائع
يضم كتب مجسمات وعملات وازياء
قصص تاريخيه تروي من قبل مرشد للحدث
يوجد مخطوطات و مصاحف قرانيه بنمط مختلف",10
"رائع يأخذك في جولة جميلة ابتداء من بناء الكعبة الى وفاة سيد الخلق عليه الصلاة والسلام مع التعرف على المدينة والاحياء الموجودة بها والاسعار مناسبة ٢٥ ريال للكبار ١٥ ريال للصغار.",10
"جهد مشكور ولكن لماذا رسوم الدخول عالية؟!
بمبلغ ٢٥ للفرد رغم ان مساحة المتحف صغيرة جدا مقارنة بطبيعة المتاحف؟؟
كما ان الاشياء الاثرية قليلة جدا ، وهناك مشكلة في الترتيب حيث تم وضع الصور القديمة في اماكن بعيدة عن رؤية الزائر..",10
مكان جميل يستحق الزيارة والمرشد رائع بدقت وصفه 🌺🌺🌺🌺,10
"جميل وممتع جدا ، والمرشد أبدع في السرد المختصر بأسلوب رائع قضينا قريب من الساعة والنصف لم نشعر بالوقت
المتحف تصوير تقريبي لأحداث وأماكن في السيرة …",10
متحف مميز يستحق تكرار الزيارة يوجد مرشد لشرح محتويات المتحف سعر تذكرة الدخول للشخص 25﷼,10
الصورة لا تعكس التصور ألة الزمن في هذا المتحف,10
جدا جمييييل ويوجد مرشد يحكي لك قصه النبي صلى الله عليه وسلم,10
الاخوة القائمين على العمل الجميل شكرا على الرقي والعمل المتميز,10
"متحف رائع و واجهة ممتازة لمعالم المدينة المنورة طبيعة زيارتنا للمتحف عبارة عن رحلة ميدانية لطالبات ابتدائية . أنصح باصطحاب عدد لا يزيد عن ١٥ طالبة حتى يكون هناك استفاده بشكل مثمر",10
هذا المتحف يعيشك تاريخ وسيرة المصطفى صلى الله عليه وسلم بالصوت والصورة مع الشرح السريع ولوكان الشرح مفصل والمرشد لديه معلومات كاملة وصحيحة لكان الوضع أجمل وأكمل.,10
"متحف رائع جدا بصراحة وأنصح بزيارته ..
رسوم الدخول 25 ريال الكبار 15 ريال الصغار",10
رائع جدا ويحاكي بالنماذج غزوات وبيوت الرسول صلى الله عليه وسلم,10
"متحف جميل و مرتب ويعطيك فكرة كاملة عن حياة الرسول ﷺ  و تأريخ مكة و المدينة ،
وهناك من يشرح لك والدخول ب ٢٥ ريال للكبار و ١٥ ريال للصغار .",10
مكان جداً  حلو و ممكن تجلس فيه 3 ساعات بالراحة (هذا لو بتجلس تقرأ)  يوجد تذكرة للدخول ب 25 ريال. تقدر تمشي لوحدك او يجي احد يشرح لك. …,10
جهد شخصي ، و لكن عمل جبار ، من أروع ما رأيت في الدقة و الفكرة و الترتيب .. الدخول بمقابل ( ٢٠ أو ٣٠ ) فيما أظن ..,10
مكان رائع ويستاهل الزياره ويفضل ان تطلب مرشد,10
"ماشاء الله تبارك الله
متحف جميل وشامل لحياة الحبيب المصطفى صلى الله عليه وسلم
من مولده الى وفاته",10
"يعلمك تفاصيل كل شيء يتعلق بالمدينة شيء خورافي",10
متحف اكثر من رائع ننصح بزيارته به تفصيل لعمارة المسجد النبوي والسجد الحرام.,10
"متحف من مجهودات د عبدالعزيز الكعكي جدا استمتعت بمعلومات تفصيلية معروضة من خلال مجسمات واضحة سعر الدخول جدا مناسب أشكر القائمين على المتحف على تعاونهم وأخص بالشكر المرشد السياحي الاخ أحمد الفاروقي جدا استمعت بالجولة المقدمة من خلاله.
- ملاحظة : أغلب المعروضات مجسمات تعليمية محاكية وليست قطعا تراثية",10
"المتحف فيه تاريخ بناء الكعبة والمسجد النبوي ويوجد ايضا مقتنيات اسلامية ، سعر التذكرة ٢٥ ريال ، المتحف صغير ويحتاج تنظيم وتطوير",10
متحف دار المدينة للتراث العمراني والحضاري هو أول متحف متخصص لعرض التاريخ الحضاري والثقافي والإسلامي للمدينه المنورة،  من الفترة الإسلامية التي بدأت بالهجرة النبوية إلى العهد الحالي، ويقع في منطقة المدينة المنورة، افتتح عام 2011 م .,10
ممتاز لكن لو عمل لركن الأطفال تسجيل فيديو أو صوتي للقصص الموجودة كما هناك ملاحظة أتحفظ عليها,10
ممتاز,10
ممتاز جدا ويحتاج الى توسعه اكبر وكذلك ويستحسن ان يكون على مسارين فقط ليتمكن الزوار من اخذ راحتهم لأن المكان ضيق جدا شارك لكم جهودكم,10
جميل لكنه ينقصه بعض التعديل من ناحية ترتيب المكان وزيادة عدد المرشدين,10
"متحف جميل جدا يعرفك على قصة حياة الرسول عليه أفضل الصلاة والسلام، منذ ولادته وحتى انتقاله للرفيق الأعلى، صلوات الله عليه وسلامه. ومراحل تطورات بناء المسجد النبوي. …",10
"لاباس به عباره عن مجسمات صغيره / ومرشد سياحي يشرح لك تجربه ممتازه اعطيها 10/8
بالاسعار تعتبر غاليه 25 ريال صغر حجم المكان",10
دار الجوار من أفضل المشاريع بالفتره الحالية كموقع وأسلوب حياه,10
المتحف جميل بس سعر التذكرة عالي للشخص الواحد,10
متحف جميل ومتنوع، عبارة عن مجسمات مصغرة لمكة المكرمة والمدينة المنورة عبر العصور بالإضافة إلى الكثير من المقتنيات الأثرية. يوفر المتحف دليل مرشد لديه معلومات وفيرة. تذكرة الدخول للمتحف ب 25 ريال للكبار، ولم يأخذوا رسوم على الصغار. هناك …,10
تحفة،  يستحق الزيارة,10
"قيمة التذاكر مناسبه للشخص البالغ ٢٥ والصغير ١٥ التنظيم ممتاز الدخول للمتحف ورؤية العمل الجبار والابداع في تجسيم لمكه المشرفة والمدينه المنوره وجميع الاحداث والوقائع قبل الاسلام وبعده والشروحات لهو مؤثر بالشخص انصح بزيارته",10
